id;text;label
csis_22871;investor dari jepang cina korea ke indonesia kita yang harus belajar bahasa mereka terus tionghoa lama di indonesia tidak bisa bahasa sini di maklumkan buat apa bahasa indonesia dijadikan bahasa nasional cari makan di tanah indonesia cuma belajar bahasanya saja tidak mau;not-hate
csis_26678;aku kira kita asam dan garam ternyata kita kristen dan islam;not-hate
csis_22456;sebaliknya bagaimana jika di luar tionghoa ada yang masih sulit berdamai dengan kata tersebut bukankah sampai sekarang kata cina juga masih dikategorikan sebagai ejekan racist;not-hate
csis_22654;limuali vedder id alur dialog saya sebut isu orientalis anda anggap orientalis itu orang tionghoa saya bagikan screenshot pengertian orientalis untuk menyamakan persepsi anda malu sendiri anda framing saya copy paste pertanyaan lebih dulu pernyataan saya atau referensi saya terkait orientalis;not-hate
csis_3194;mengangkang selebar lebarnya, mainkan memek sendiri depan kaca lemari.;not-hate
csis_16299;dulu pemimpin taiwan adalah orang dari partai demokrat dimana partai ini kalah telak dari komunis di cina nah orang ini larinya ke daratan taiwan dan mendirikan negara di sana jadilah sampai sekarang correct me if i am wrong;not-hate
csis_6379;ulama apresiasi kinerja jokowi;not-hate
csis_29096;racist lah memangnya di papua kenapa kenapa harus bawa papua kenapa tidak bilang dipindahkan tugas saja tanpa bawa daerah wajar dong orang bisa menyimpulkan begitu karena dia sudah bawa daerah yang bikin stigma kalau daerah tersebut jelek;not-hate
csis_28080;lah kalau dinas di papua malah gajinya lebih gede lo dikira sengsara kali di sana;not-hate
csis_27582;wah ini sih menghina umat kristen;not-hate
csis_23445;jadi ingat saya kebengkel motor pinggur jalan niat mau ganti baterai darurat banget pemiliknya jelas keturunan tionghoa bertanya harga baterai dijawab ada pak mau yang asli ada agak mahal yang bagusan sedikit ada kalau yang paling murah ada nih pak tapi tau sendirilah buatan cina;not-hate
csis_11548;fadli zon: potensi korupsi pilihan kepala daerah lewat dewan perwakilan rakyat daerah lebih kecil;not-hate
csis_8113;@USER ada nenek2, beberapa monyet, anjing, kayak tuyul kepalanya kroak, ada kayak groot, ada kayak serigala, ada yang muka rata cuma ada matanya. benarkah? atau imajinasi saja;not-hate
csis_14143;indirajkt meme memukul orang cina;not-hate
csis_16982;ternyata dokter fah sama ahmadiyah oh;not-hate
csis_23093;sajak tionghoa cuma paham berbisnis masalah politik itu jelas di negeri asalnya juga penerapan politiknya tegas komunis jadi tidak usah mendiskreditkaj tionghoa;not-hate
csis_11348;tomohoninternationalflowerfestival tomohon juga merupakan pusat pembelajaran agama kristen dan katolik. ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih, sebuah tempat suci yang indah dan tenang. tomohoninternationalflowerfestival;not-hate
csis_1846;kalau mlihat watak jenderal moeldoko ini terbaca kalau beliau itu lebih dekat ke dunia bisnis , moeldoko bekas panglima tentara nasional indonesia yang pernah memberikan ahok berikut sejumlah pengusaha konglomerat tionghoa baret dan penghargaan sebagai warga besar tentara nasional indonesia , je;not-hate
csis_7437;@USER ya allah untungnya lagi enggak di indekos kak. semoga isi nya bukan bom benaran ya huhu aku ikutan ngeri!;not-hate
csis_22049;zaman orde baru baru muncul konglomerat tionghoa itupun jumlahnya tidak lebih dari ratusan lihat saja daftar orang terkaya indonesia tidak semua dibidang kekayaan alam;not-hate
csis_28665;karena gue kristen yang provokator teman gue yang hijabnya paling panjang dikelas dan suka cubit gue sampai kulit gue terkelupas;not-hate
csis_28031;kelompok teroris papua sudah keterlaluan jokowi majukan bangsa;not-hate
csis_15228;kalau investasi nya di ganti sama cina terus rusia tidak mau distribusiin gasnya ke nato;not-hate
csis_251;@USER justru mas kalau menyudutkan salah satu agama tertentu malah bahaya,itulah pak rocky ini cerdik. dia bisa menyusun kalimat yang tepat &pantas dgunakan,inti dari ini dia mau kasih tau pengertian fiksi sbenarnya,ayolah mas nya i;not-hate
csis_1309;"masuk : teh daun jati cina 10.000 / pack hn orisinal double embos ""hn super"" 60.000 paket kecil";not-hate
csis_11697;eh lebih shock lagi sama indonesia inggris edan!!! indonesianya kental gw;not-hate
csis_11127;lalu mereka yang teriak teriak jokowi pro asing/aseng, oh soeharto tidak? soeharto memberikan konsesi ke freeport untuk eksploitasi tambang emas/tembaga di papua yang amat sangat menguntungkan freeport. indonesia hanya kebagian saham 8,5% dan royalti 1%.;not-hate
csis_25860;patilele yang jadi pertanyaan foto itu sudah ada sejak di karya kan seniman yoyakarta aganharahap kenapa baru ramai sekarang terus tolong cari kan kata cuitan bang luhut yang kata nya menghina suku amp ras warga papua tolong di jawab dengan pala dingin;not-hate
csis_13170;mereka terus melukai aksi dalam rangka memenjarakan ahok atau ahok gagal dalam pilkada.;not-hate
csis_28440;ulah ulama radikal kita yang beda agama saling bermusuhan orang kristen buddha hindu ateis bertamu ke rumah orang muslim tidak boleh salaman karena kafiir tangannya mengandung minyak b begitulah hasil karya agung wahabi;not-hate
csis_23749;vivian tjung pemain sasando alat musik petik khas ntt sosok muda sarat prestasi tersebut ternyata merupakan keturunan dari ang hauw lang pejuang asal ntt yang memiliki jasa besar meneruskan surat dari dan ke bung karno selama masa pembuangan di ende sejarah tionghoa;not-hate
csis_15158;diblacklist kan dia sama pemerintah cina dan kamu masih mengeyel;not-hate
csis_5596;@USER mana tau,saya kan autis;not-hate
csis_14708;ada hal yang membuat rusia tidak bisa join nato kendali sipil atas militer rusia butuh musuh alami rusia tidak mau turun level di bawah united state of america hubung dengan cina keanggotaan rusia di csto;not-hate
csis_14625;woi lah ke cina nyamper icing;not-hate
csis_28092;gimana diskriminasi papua itu saja bilang orang tuanya yang polisi dibilang kalau tidak turun pangkat dikirim ke papua;not-hate
csis_20077;majii itu cuma menunjukkan kafir toleransi ke non kafir kalau pembakaran mesjid ahmadiyah di sintang menunjukkan apa;not-hate
csis_23012;anda kan keturunan ras tionghoa;not-hate
csis_3663;@USER wkwk bodoh zof;not-hate
csis_27501;sebenarnya istilah murtad itu kalau keluar dari kristen tetapi karena mayoritas suaranya lebih kencang jadinya maling teriak maling;not-hate
csis_25094;ih kamu hitam saja tidak usah dipaksain tionghoa wkwk;not-hate
csis_21071;orang yang merusak fasilitas ahmdiyah bawa syariat harusnya malu dengan ahmadiyah yang terus mengedepankan cinta kepada semua orang;not-hate
csis_10624;"beliau adalah salah seorang ulama dan tokoh yang sangat karismatik dan populer di kalimantan. ; harakahislamiyah harkis yukngaji";not-hate
csis_788;@USER kalau gue guna kan kampret tidak bisa melihat bro siang hari bagaimana sih lollll;not-hate
csis_14757;bagaimana ceritanya laut cina selatan;not-hate
csis_19168;musik juga bisa dihindari kok tidak semua tempat harus ada musi terserah mereka dong kenapa kamu yang repot kamu bilang islam mundur ahmadiyah yang punya nabi selain muhammad mau kamu bilang islam apa;not-hate
csis_16819;kita a sih syiah;not-hate
csis_4786;@USER mau gue bom otaknya tai tak tau apa masih banyak yang dek dekan belum bagi nem alah wjdjiqksks;not-hate
csis_27886;nih sepertinya yang membela garam takut bapaknya dipindahkan ke papua kali ya;not-hate
csis_20316;telah ada skb menteri tentang ahmadiyah kenapa tidak dijalankan;not-hate
csis_931;cek kesiapan pengaman pilkada, ternyata polisi resor samarinda hanya miliki satu mobil patroli samapta bhayangkara;not-hate
csis_28079;iya anjing golkar wkwk mana mau ke papua lolll calon suaminya malu tidak ya;not-hate
csis_8524;@USER makanya, kalau di katolik itu ada khusus dewan kepausan yang tugasnya meneliti dan memantau pergerakan dari sebuah aliran atau aksi spiritual dari umat. dulu sempat dipimpin paus emeritus bene;not-hate
csis_5469;@USER partainya sih almarhum tapi.. mental ideologinya..? anda tahu catatan kaki mereka..? anda tahu kenapa ada kelompok yang ingin meniadakan korem,kodim,koramil.? zona merah masih tercatat rapi di korem.kodim.koramil. pak ryamizard ryacudu;not-hate
csis_26777;kaum pertama yang dimusuhin yahudi itu adalah kaum nabi bisa a si bukan muslim jadi kaum kristen di indonesia jangan malah ada yang membela yahudi;not-hate
csis_12724;@USER eh maaf hehee, aku baca lagi ternyata disebut nama bukunya : yahudi ve masonluk ' atau 'yahudi dan freemasonry' tahun 1986. link artikelnya ada di reply twit ini juga wallahu'alam yak...;not-hate
csis_6290;"ingin memaki akun akun yang bilang ""nyari yang seumuran, no om2"" itu, ""enakan sama om2, bego!";not-hate
csis_22429;ada orang yang teriak jawa sunda dayak dan sebagainya saja juga sudah pasti digebuki massa sebenarnya lebih ke konteks pengucapannya saja sih memang buat menghina atau buat menyebut suatu golongan orang ada yang bilang eh tionghoa juga kan tidak enak didengernya;not-hate
csis_22363;smt intinya men generalisir sesuatu itu tidak baik lingkungan orang tionghoa dia dipastikan tidak sama orang tionghoa aku jadi ya anggap saja perbedaan lingkungan yang berimbas pada perbedaan sudut pandang;not-hate
csis_24174;coba cari di orang jual bunga buat nyekar biasanya sih dekat makam tionghoa;not-hate
csis_20442;berekor alma wienarsih kalau orang modelan kayak kamu ini saya sih dari awal sudah yakin kalau kalian hanya jongos kaum pecandu vivis onta sejaka kapan dalam ajaran islam yang mana yang ritualnya pakai sesajen bisa jelaskan tidak dan kamu muhamadiyah wahabi suni syiah ahmadiyah atau yang mana bisa di jawab;not-hate
csis_19560;apakah cybernu akan menjaga aqidah warga di sana dari pemurtadan aliran sesat ahmadiyah;not-hate
csis_8228;@USER babyyy huh tidak ada bukti kau hyung sudah besar titit nya saja kecil huhh;not-hate
csis_11326;yang menghina orang tua, apalagi ulama ya tidak kenal agama..;not-hate
csis_22532;lagu laguan toleransi padahal pilihan kepala daerah di daerah mana saja sudah ke baca misal daerah atau kompleks perumahan tionghoa nasrani pasti menang ahok begitu juga sebaliknya tetap ada unsur agama etnis konsekuensi demokrasi yang banyak yang menang;not-hate
csis_23801;lakix sedunia adalah tidak disunat kamu yakin mayoritas lakix di eropa tionghoa jepang india dan latin amerika adalah disunat jangan bodohin rakyat indonesia walaupun lakix muslim dewasa indonesia yang tidak disunat memang ada sih karena kami selalu menonton bokep negara kesatuan republik indonesia;not-hate
csis_8748;@USER dbdshow kalau menurut saya film yang berkesan yaitu film sih buta dari gua hantu..karena film itu mengindikasikan antara sih buta dan sih monyet yang begitu setia kawan..betul tidak? colek untuk @USER dan user;not-hate
csis_21082;syiah dan ahmadiyah saja dikasih tempat pasti demikian pula dengan bahai lah;not-hate
csis_25241;cuma di sini ada yang ingin membantu aku untuk mengisi kuesioner tugas akhir aku kalau bisa yang sudah tahu tentang budaya tionghoa dan orang tionghoa juga;not-hate
csis_28858;kami di papua su muak deng papua merdeka itu kami su paham pengibar nih memang orang knpb sih organisasi yang hanya terus panaskan isu papua demi kepentingan uang dan kekuasaan yang tumbalkan rakyat papua maka jika dibiarkan tentu akan sangat berbahaya toh apalagi juru bicara knpb naftal;not-hate
csis_23047;dan pernah ada kolom opini jakpost orang tionghoa harus lebih aktif berpolitik di indonesia karena sudah tidak ada diskriminasi tionghoa di indonesia sama researcher dari institusi ini what the fuck gue lebih bingung lagi sama orang tionghoa yang kerja di institusi ini buta sejarah ya;not-hate
csis_7475;@USER ya ampun gue bersyukur banget punya onta perhatian banget. udah kan?;not-hate
csis_25348;ilmiah muda anomali fr kalau saat penjajah kafir kristen belanda ya jelas ada paksaan tanah dirampas dan lain lain yang dirasakan saat ini mino di indonesia itu tidak tau diri tinggal di negara paling toleransi tetapi masih suka teriak intoleran ke mayo;not-hate
csis_1949;@USER aku orang batak x chinese, kristen. gaboleh mencalonkan jadi ketua osis, hingga akhirnya adik kelas yang dijadikan calon osis. lmao?;not-hate
csis_17169;kontribusi ahmadiyah untuk kemerdekaan indonesia;not-hate
csis_13232;debatfinalpilkadajkt mulai saling serang deh;not-hate
csis_10284;itu sebuah reaksi kekecewaan, akan tetapi dari kalangan ulama seperti habib rizieq menginstruksikan untuk berhenti membully kh. ma'ruf amin. dari kalangan ulama sudah clear.pun analisisku hari ini, ulama terpecah. ada yang berdiri di jalan kebenaran dan ada juga;not-hate
csis_6023;@USER jakarta anti aseng;not-hate
csis_9374;@USER belum lebih bawah dari bodoh, di bawah belum ada goblok;not-hate
csis_18449;lgbt dibela penista agama dibela syiah dibela ahmadiyah dibela baha i dibela eh habib rizieq dimusuhi mereka sebenarnya siapa sih;not-hate
csis_24828;bukan hanya jawa hampir semua orang jika ketemu temannya sesama suku pasti berbicara bhsa daerahnya pastinya dengan berbahasa jawa tidak mngurangi rasa hormat kepada sekelilingnya belum pernah ke pontianak ya di sini malah serasa dihongkong saat antar etnis tionghoa berbicara biasa saja;not-hate
csis_10813;@USER asyik tapi ya gitu, budaya barat terus sampai ke jaman romawi. suka tertukar sama critical & cultural studies makanya pusing ð???;not-hate
csis_6724;@USER aduh kok kesannya insensitive begitu ya sis gede rasa gede rasa bom tempo hari asosiasi cadar makin negatif, eh sekarang ketambahan ini \;not-hate
csis_12370;â??pengembangan industri 4.0 menjadi sebuah peluang signifikan bagi indonesia dalam meningkatkan daya saing produk industri nasional di pasar globalâ?? leonard tampubolon, deputi bidang ekonomi badan perencanaan pembangunan nasional readyforindustry4.0 fmb9;not-hate
csis_28501;buat yang malas ngeklik biar tidak cuma lihat judul doang nih yang lengkap pak ustad berbicara salib kristen sebagai tempat tinggal jin kafir bayangpunn lah itu;not-hate
csis_8794;jika setiap provinsi berupaya capai pertumbuhan ekonomi di atas 5,2 persen, mk pertumbuhan ekonomi 5,4 persen bukan sesuatu yang mustahil untuk dicapai. silakan para gubernur pacu perekonomian daerahnya masing2.;not-hate
csis_6867;inkonsistensimu lucu.;not-hate
csis_7708;ditunggangi kontol jumbo sampai bool ketarik. nikmatnya ngentot HTTPURL;not-hate
csis_6047;"nah junjungan kita nabi agung muhammad saw saja begitu....ndak mengajarkan orang islam untuk marah2...; islamituramahbukanmarah; nderekgusmus";not-hate
csis_20936;km kan suruh saya masuk salafi maaf bukan wahabi karena wahabi buatan amerika kalau km menghalalkan wayang surat pemberitahuan tahunan miftah yang dari nu kenapa anda tidak masuk ke syiah saja;not-hate
csis_9893;"ada yang melanjutkan :; ""kalau aher istrinya satu juga kan?""; ""iya om (om yang lain)""; ""kalau yang di indonesia lawyers club kemarin itu? yang mau ganti presiden?""; ""oh dari mardani? iya itu istrinya juga satu""; ada yang bertanya lagi ""kalau ketua pks?""; ""presiden partai keadilan sejahtera istrinya juga si";not-hate
csis_27835;kami di papua su muak deng papua merdeka itu kami su paham pengibar nih memang orang knpb sih organisasi yang hanya terus panaskan isu papua demi kepentingan uang dan kekuasaan yang tumbalkan rakyat papua maka jika dibiarkan tentu akan sangat berbahaya toh apalagi juru bicara knpb naftal;not-hate
csis_5232;ibu sampai kempis kempis begitu pipi nya....doyan ya ibu sedot kontol HTTPURL;not-hate
csis_19575;lin aprlia yang membakar masjid jamaah ahmadiyah sesungguhnya mereka sendirilah yang sesat orang yang tidak punya nakar dan moral;not-hate
csis_5842;hanya syetannn lah yang tidak suka mendengar suara azan dan tidak suka melihat orang berhijab .. apa mungkin ibu itu setan atau keturunan iblis ? innalillah .. mirisnya;not-hate
csis_20877;ajaran beda ahmadiyah menghilangkan ayat jihad perang;not-hate
csis_15592;riskiromeo kalau misal negara asean filipina thailand tadi diserang cina gara gara sengketa lcs kamu kira tidak bakal ada pengungsi atau mereka mau ditampung di mana tidak bisa kan pasti ke indonesia;not-hate
csis_21870;lee haha itu kenyataan yang sulit mereka terima ito intinya mereka harus paling benar by the way pak gubernur anies kok pakai busana tionghoa ya apakah sedang mencari suara minoritas di negara ini;not-hate
csis_28954;asosiasi bupati pegunungan tengah papua sepakat dukung pemekaran dob jokowi majukan bangsa;not-hate
csis_20092;kepolisian republik indonesia aku dukung minoritas ahmadiyah asal menjadi agama sendiri;not-hate
csis_17898;ketegasan kepada orang yang mengeyel surat pemberitahuan tahunan ini perlu di contoh kepolisian republik indonesia dalam penegakan aturan pun terhadap pembakaran masjid ahmadiyah;not-hate
csis_17593;wafflepancake dengar dulu dia pengikut syiah begitu;not-hate
csis_27351;iya tan toh orang kristen dan agama selain muslim tidak pernah memakai kata itu meski dikitabnya ada kok dan bahkan mereka malah tidak juga menyebut non kristen atau non yahudi mereka tetap menyebut islam begitu;not-hate
csis_22259;novie sepertinya yang menulis bukan orang keturunan tionghoa ini hal yang jelas imlek itu tahun baru kalender republik rakyat cina titik tidak urusan agama budaya dan lain lain soal dalam merayakannya bagaimana baru tergantung budayanya lebaran di indonesia saja tiap daerah bisa berbeda cara merayakannya;not-hate
csis_14294;renjun kayak orang cina;not-hate
csis_8600;gus rommy menceritakan asbab al wurud pertama kalinya muncul isu partai komunis indonesia yang dialamatkan pada presiden jokowi, dan hal itu tidak pernah ada sebelum pemilihan presiden 2014, bahkan ketika pak jokowi dicalonkan sebagai wali kota solo 2 kali, maupun gubernur jakarta 2012. ro;not-hate
csis_8627;@USER contoh orang baik itu bapak jokowi, programnya: mobil esemka menjadi mobnas, membangun tidak mengandalkan hutang...dll.;not-hate
csis_22563;adalah kadang muncul jadi figuran sama kayak siluman cu pat kau yang suka mengakui jadi tokoh tionghoa;not-hate
csis_14979;air kelapa ditambah alpukat pacar cina nangka dan kental manis wkwk;not-hate
csis_28589;yang kristen menurut kalian sidik pas sama kelas atau saja teman temanku pada mau kelas aku tidak sanggup kawan;not-hate
csis_28581;idfc and i will not do that but tante gue kristen nikah beda agama rumah tangganya harmonis;not-hate
csis_14348;jujur kayak koko cina yang mau mengurus badan;not-hate
csis_27068;serba serbi space safa dari korea ke papua bahkan sendawa ada keren;not-hate
csis_24567;berkelas di bangkalan ada yang terkenal pula nasi madura yang jual nya keturunan tionghoa nasi roteh nama warungnya;not-hate
csis_23811;wrg tionghoa yang baik banyak yang tidak baik pun tidak sedikit banget juga dengan warga pribumi yang baik banyak yang tidak baikpun juga tidak sedikit dan aidit pelaku korupsi bansos pelakunya wrg pribumi berpikir sehat saja mungkin wrg tionghoa yang tidak baik keturunan mau zedong musuh sebenarnya pemerintah yang menindas;not-hate
csis_2238;udik, itu gue kalau habis minum soda langsung sakit tenggorokan . dikira sih kemarin karena paketan minumnya soda kan ya, meski lemon katanya. langsung kayak pilek dan sakit tenggorokan dari bangun tidur . minum es es kesan juga begitu terutama yang gulanya campuran, sensitif;not-hate
csis_15468;apa cuma aku yang pikir kalau casting period drama cina pemilihan aktrisnya dilihat dari apakah aktris tersebut cocok kalau didandani hanfu qipao periode dinasti tertentu;not-hate
csis_29204;yang bilang bapaknya safa bisa dimutasi ke papua ketar ketir sih kata gue alias masalah kamu bisa lebih serius;not-hate
csis_10010;presiden kelima ri, megawati soekarno putri mengunjungi pameran arsip konferensi asia afrika (kaa) dalam peringatan 63 tahun kakak yang berlangsung pada selasa-rabu (17-18/4) di widya graha lipi, jakarta selatan. megawati adalah delegasi termuda di konferensi yang;not-hate
csis_4415;"@USER siap itu wak tanya "" untuk kakak diperbaiki kalau tidak jadi tampek tingga....kecek tikar hanya untuk acara adat atau keperluan pelestarian budaya lewat pemda....; kalau ba";not-hate
csis_22400;pi lah menurut saya tionghoa keturunan sama bersaudara mau keturunan amerika arab spanyol turki sama saja yang penting lancar bhsa indonesia yang perlu dimasukan dalam sejarah adalah nama orang munafik penghianat namanya bukan daerahnya apalagi sukunya;not-hate
csis_18772;dengar dengar ahmadiyah besok sudah takbiran;not-hate
csis_4739;@USER pasukan nasi bungkus siap grak!!! \x8;not-hate
csis_11331;@USER oh dikira sudah tidak lagi... tapi sekarang tidak ada hadiah pulsa dari iya lagi ya.. dulu ku pernah menang lo?;not-hate
csis_22159;tetangga gue tionghoa miskin sudah begitu anaknya sakit mental semua gue pernah waktu sekolah dasar hampir dibunuh sama anak yang no yang anak no pernah nyulut api ke pipi kakak gue sampai itu pipi bopeng sampai sekarang;not-hate
csis_20402;perbedaan islam dan syiah;not-hate
csis_14228;lhaiya cina ambil momen orang us fokus ukraina xin jin merah muda bi like info infooooooo dikasih rudal masehhh;not-hate
csis_22003;gong xi fat coi kalimantan here dulu sekolah di sekolah yayasan gereja tionghoa tiap imlek dikasih libur beberapa hari waktu gus dur meliburkan imlek di sini tidak terlalu terasa bedanya om karena sebelum sebelumnya juga memang imlek selalu ramai;not-hate
csis_3914;kom3 menkumham: pernah kita debat undang undang pilihan kepala daerah dulu, diketok, pendekatan waktu itu presiden mengeluarkan perppu, tapi sekarang ini presiden tidak menandatanganinya.;not-hate
csis_27922;jujur gue cukup ke trigger pas dia bilang ayah sih safa dimutasi ke papua dengan nada yang tidak enak banget didengar terus kenapa sama papua kan indonesia juga memang dasarnya racist saja enggak usah bawa nama aktivis ham kalau iya pun kayak kerja saja kamu paling nimbrung doang;not-hate
csis_18716;hakim nya pasti syiah nih firaun kok di hukum ngeruk kali;not-hate
csis_11809;@USER cantik banget cipp!!! mata kamu sipit begitu ya imut banget;not-hate
csis_6453;lagi habis ngentot threesome di hutan. bareng tentara teman kenalan hehe baru pertama kali threesome sama tentara nasional indonesia kekar gini...;not-hate
csis_20596;hilang jabatan nu dan jadi komut kau entah kinerjanya apa jadi stres urus fitnah saja jlskan lah jangan ambigu budaya yang dimaksud kalau bicara budaya abab sama dengan budaya islamnya sbgmn dicontohkan rosull dianggap lebih hebat dari lainnya jangan kamu syiah pula nih;not-hate
csis_5869;@USER bejad;not-hate
csis_26631;jangan lupa ke gereja mbak kalau kristen;not-hate
csis_8370;@USER artikel buat manusia.tapi yang tidur anjing :v ada ada saja kamu min user;not-hate
csis_11066;pertumbuhan ekonomi indonesia luartal-i 2018;not-hate
csis_18127;kejadian jemaah ahmadiyah diserang seribuan warga cikeusik mas yang seribuan warga dan yang membunuh itu sunni apa syiah ya;not-hate
csis_25996;kok sampai bapaknya dimutasi ke west papua;not-hate
csis_22836;pembelian tanah dan bangunan kelenteng kong miao jambi tionghoa HTTPURL terima kasih telah membaca silakan kunjungi tionghoa indonesia untuk artikel artikel lain yang lebih menarik;not-hate
csis_22567;dipickaw betul karena satu keturunan rumpun bangsa mongolia dari suku han orang dayak panggil orang tionghoa dengan sebutan saudara tua;not-hate
csis_26033;dob untuk kesejahteraan papua;not-hate
csis_1069;coincidentally berdoa makan bersamaan dengan mas mas katolik meja depan (he made sign of the cross) dan mbak mbak kristen meja samping (i think, soalnya she folded her hands). adem banget;not-hate
csis_19723;wah menariq ada buku yang membahas tuntas tentang ahmadiyah tidak kak ingin bacaâ² biar dapat sudut pandang baru;not-hate
csis_12873;bukan hanya anjing, babi pun demikian. monggo jika berkenan HTTPURL;not-hate
csis_15059;haha boneka cina sama separatis tidak pakai celana saja tidak bisa apa apa apalagi sama rusia bisa ketakutan ngompol di celana;not-hate
csis_4097;saat 2019gantipresiden & 2019tetapjokowi kedua kubu saling caci, perkataan tidak enak pun di lontarkan seperti goblok, tolol, dungu, bego apalah. ya iyalah sudah menjadi budaya saja yakkkk.;not-hate
csis_12319;@USER coco lee bukan kayak gini,matanya lebih sipit sama kulitnya agak tanned gitu,kalau sih tata young kan blasteran amerika deh kayaknya;not-hate
csis_13483;ya allah... beneran... pak ahok akhirnya menyamperi sih emak...;not-hate
csis_28423;lah orang kristen menyebut yang bukan kristen infidel kita fine saja;not-hate
csis_24068;buku panduan pariwisata pertama berbahasa melayu di hindia belanda terbit tahun dengan judul pengoendjoekkan poelo bali disusun oleh soe lie piet ayah dari soe ahok gie koleksi museum pustaka peranakan tionghoa pariwisata tionghoa bali;not-hate
csis_26267;sepertinya papua itu berasa jauh jelek dipedalaman banget begitu ya;not-hate
csis_21960;foto yang anak sarungan dan perempuan tionghoa itu karya mas iman brotoseno sayang sudah tidak punya akun twitter lagi;not-hate
csis_27452;faey sih ujian akhir semester memang racist panyebar paham radikal menghina kristen merasa paling benar merasa paling tenar ceramah kafir kafur eh sekali masuk negara kafir ditolak eh marah saya rasa bukan hanya singapura yang akan mendeportasi dia negara lain juga sama deportasikan ke gurun;not-hate
csis_17232;kamu juga harus ingat komunis dan syiah ingin menguasai bangsa ini dan masjid masjid yang ada di lingkungan waspada;not-hate
csis_18674;lepas itu buatâ² sama injured syiah betul perangai;not-hate
csis_28875;kalau mau biar dia jera masih banyak cara lain dan tidak harus bawa bawa bapak kamu pindah tugas ke papua atau zoom bahkan surat bermaterai tertanda orang tua;not-hate
