id;text;label
csis_20488;didu islam terpecah jadi beberapa golongan apa urusan nya dengan ahmadiyah ahmadiyah bukan islam nabi mereka mirza ghulam beda dengan islam kalau tidak mau dirusak silakan pakai nama lain jangan nama islam itu kemauan muslim indonesia amp banyak negara simpel toh yang bikin runyam mereka sendiri;not-hate
csis_5288;@USER gembel sok elite lo,ngewe di sari ayu halo mas sama kelas kambing itu mainan gue tahun 2001 main itu di hotel jayakarta tematik klasik malio x2 sumo sama sampingnya atau yang sudah di tutup alexis ah mainan cebong @USER kelas kambing cc @USER;hate
csis_7873;"@USER bapak presiden @USER yang terhormat sudah hampir setahun kita korbanphkfreeport belum ada kejelasan. kami butuh perhatian dari bpk. ; korbanphksepihakfreeport ; @USER";not-hate
csis_12425;@USER makanya cebong ber iq200 sekolam, karena tidak bisa bedakan fakta dengan provokasi, tidak bisa bedakan fakta dengan fitnah;hate
csis_12920;@USER jaman susilo bambang yudhoyono korupsi besar-besaran .. proyek mangkrak ..;hate
csis_4970;memang bangsat polisi sekarang ! sudah lengserkan jokowi lagi satu satu nya cara !;hate
csis_27799;official syrt papua masuk terpaksa dengan pepera harus ada perguruan tinggi harus otonomi khusus mata uang tetap newguinea gulden jadi mas sebenarnya tidak tau apa tetapi sok tau sospol uncen ada arsip dan dokumen mampir dan baca biar tambah wawasan tentang papua;not-hate
csis_20192;dia memang bukan islam tetapi syiah;hate
csis_3327;dear @USER driver kamu ada yang tukaran orang buat anter gw, gue sih tidak masalah asal pintar tidak dongok puter puter cari rumah gw. ini sudah pakai driver pengganti dongok buang waktu gue banget buat nunggu. taik;hate
csis_13801;matanajwadebatjakarta pak anies banyak omong doang dulu waktu jadi menteri terobosannya apa?? sekarang berbicara ky sok jago banget;hate
csis_1143;buddha membantai muslim rohingya;hate
csis_1085;apalagi teriak allah hu barbar, rusak telinga bung fahri, kapan diskusi buang islam di dpr?;hate
csis_14614;berarti invasi negara lain tidak apa apa lah ya selama yang melakukan rusia orang cina;not-hate
csis_8763;iklanahokjahat hati hati mereka mulai frustrasi dan memainkan cara cara kasar !! karena hasil dari berbagai survei sih penista agama kalah!!;hate
csis_8672;karena harakah ini tidak mengenal ketaatan tanpa batas pada individu, itu sebabnya ulama im sepeninggal al banna menolak tradisi baiat kepada mursyid. salah satu yang paling keras menolak adalah syaikh qardhawi.;not-hate
csis_24709;gus yahya dibesarkan di tengah pondok pesantren yang terletak di tengah kota rembang masyarakat disekitar sana cukup majemuk dari kalangan sarungan nasrani dan tionghoa;not-hate
csis_6087;kata presiden susilo bambang yudhoyono dana anggaran tidak cukup bikin gas aagym.kata aku akibat korupsi anggaran jadi tidak bisa bikin gas investor bikin gas;hate
csis_10139;ganyang partai komunis indonesia kenapa kalian harus hapus lambang partai komunis indonesia di film ... ??? apa kalian telah di intimidasi komunis dan antek partai komunis indonesia yang seperti hantu.. ??;hate
csis_10112;betul itu kang ! lengserkan jokowi, dari awal kerja nya cuma pikir infrastruktur, bukan pikir rakyat ini bisa nyaman dengan ekonomi yang stabil.;hate
csis_5327;berhati-hatilah. zaman sudah tiba ke penghujung. ibarat telur di hujung tanduk. ibarat retak menanti pecah. sudah tiada tempat untuk kita lari. zaman sekarang pemerintah yang kejam semakin ramai. yang baik, yang jahat, kita keliru. tanpa ilmu, tanpa aqi;not-hate
csis_18551;ulama syiah ya;not-hate
csis_27490;ku kira kita asam dan garam ternyata kita kristen dan islam;not-hate
csis_10121;@USER ayo mengakui agama mu apa? kristen? protestan? athies? budha? hindu? mengakui dong, malu ya sama agama kamu sendiri?;hate
csis_20926;pasukan mujahidin yaman menghancurkan pasukan syiah kafir;hate
csis_22646;cina karena dia komunis komunisme benci sama yang namanya wiraswasta dan banyak orang tionghoa di luar tiongkok yang berwiraswasta;hate
csis_20342;dulu jaman susilo bambang yudhoyono jemaah ahmadiyah yang mati itu jelas karena susilo bambang yudhoyono takut pada kelompok radikal;not-hate
csis_23388;budaya di kota changsha tiongkok tionghoa HTTPURL foto kota changsha tiongkok saat malam hari changsha kota dan ibu kota hunan tiongkok kota ini terletak di sungai xiang mil km selatan danau dongting dan memiliki komunikasi air yang sangat;not-hate
csis_10959;pengendalian diri. namun sudah muak, orang lain terlalu menyepelekan. aku takut dan cukup lelah. egoism. membuatku ingin menjadi sepenuhnya sih jahat. bajingan.;hate
csis_3040;@USER seharusnya ustaz itu meluruskan orang yang salah bukan orang salah di demo,jdi sekarang tau kualitas ustaz ustaz bagusan ustaz saya walaupun bertani tidak partai komunis indonesia mobil mewh;not-hate
csis_6487;@USER semua jadi kayak tai di era mas jokow;hate
csis_15879;iya itu nama cina dia susah tulisnya wkwk;not-hate
csis_6841;@USER mukanya kayak menahan tai jack : );hate
csis_12410;"secara alami perempuan selalu memberi perhatian kepada anak- anak dan keluarga. itu yang membuat gerakan perempuan menjadi penting karena ia selalu fokus pada kesejahteraan keluarga yang artinya kesejahteraan rakyat juga terjamin"". selamat hari kartini";not-hate
csis_1951;"semoga konferensi tingkat tinggi yang diprakarsai pemerintah bisa menjadi acuan dalam pemecahan masalah terkait nilai nilai islam.; muslimpro kttulama2018 kttislamwasatiyyah indonesiabisa indonesiabertoleransi ;";not-hate
csis_17666;sebaiknya masjid ahmadiyah jadi satu dengan masjid nu biar tambah dekat dan rekat biar mengobrol sekolam;not-hate
csis_2571;@USER coba kamu kroscek soal tenaga kerja asing ke adik yusuf, sama itu dia juga oposan kayak kamu tapi dia realistis dengan data dan mata kepala sendiri, tidak kayak kamu cuma katanya kamu telan sudah itu mentah mentah;hate
csis_27804;kinda seru kayake lek ke papua aslinya;not-hate
csis_13658;sepertinya cucunya dajjal telah hadir;hate
csis_19562;eng luk yeha sudah tidak mau mengakui mirza ghulam ahmad sebagai nabinya masih juga merusak kuilnya pantas saja gerombolan intoleran ini dicap kafir oleh penganut ahmadiyah namanya orang kafir memang pembawa masalah apapun agamanya sudah lupa sama kasusnya sih kafir ahok ya mereka ini;not-hate
csis_22602;kalau nusantara takut dibilang sial karena suku kata dan itu nomor sial di bahasa tionghoa berarti kalau dinamai atlantis juga sial dong karena benua atlantis itu nantinya runtuh dan tenggelam;not-hate
csis_8229;orang edan iya iso.ngerti id card barang boleh memberi disaut.... hahaha;not-hate
csis_5484;@USER ih pintar gembel nih anak satu ^_^;not-hate
csis_27514;tidak ada istilah untuk orang di luar kristen kami meyebutnya hanya orang yang tidak percaya;not-hate
csis_16033;sudah masuk islam aku islam cina;not-hate
csis_18993;kebandelan ahmadiyah tidak disesalkan pak aparat bapak tak berani menghentikan kegiatan mereka padahal jelas ada skb yang melarang mereka menyebarkan pahamnya eh malah bikin tempat penyebaran;hate
csis_552;"ilcboedionocentury ketika ini terjadi, saya ikuti kasus ini cukup intens. meski sekarang agak lupa...; tapi kuncinya kita cuma butuh 2019 ganti presiden! itu...";hate
csis_26806;jangan lama ditunggu kasusmu sama pak polisi dan rakyat papua;not-hate
csis_23383;oh ini nanti callnya pakai bahasa tionghoa campur indonesia ya;not-hate
csis_19537;for your information dokter ini pengurus ahmadiyah di us lah;not-hate
csis_317;"survei di metro televisi jokowi menang dari presiden baru; tapi cara menghitungnya bagaimana ya 45% bisa mengalahkan 46%; jangan jangan salah judul maksudnya jokowi masih menangis; ; sumber : zie bajrie";hate
csis_15600;as bikin pangkalan di ukraina bisa terjadi perang contoh dong indonesia cina bikin pangkalan militer di natuna santai santai saja yang penting bacot dan teriak negara kesatuan republik indonesia harga mati sudah mewakili cinta indonesia yang lain adalah ngontrak dan pasti kadrun;not-hate
csis_2771;junki, bocah laki-laki itu menekan dagu mungilnya dengan ujung tumpul pensil warna berwarna biru muda. sepasang mata sipit mengerjap, dahi berkerut menandakan pria kecil tengah berpikir. itu eomma, untuk berenang!;not-hate
csis_13651;tobat yuk sebelum terlambat. biar gerombolan jil saja yang kita doakan konsisten bela kekafiran hingga akhir hayat;hate
csis_10646;@USER keren lagu nya bang.....;not-hate
csis_210;@USER tau dong, bau baunya sudah keciri ini sipit buluq;hate
csis_6232;warganet : jokowi diktator jokowi pro cina jokowi tidak pro rakyat;hate
csis_5458;jam lembur malah pada ngentot url;not-hate
csis_12192;@USER kamu kira gue sudah pake, geblek.;hate
csis_23580;islam belajar ke orang kafir haram yang anti tionghoa cina halo pemilik kunci sorga;hate
csis_21141;modus akun buzzerrp syiah;not-hate
csis_13983;gue juga anti cina anti amerika anti kolonialisme anti antian banyak anti tetapi gue sudah kapok dibegoin propaganda apalagi dari barat sudah bunuh juga main fitnah licik tidak ketulung cina tidak ada beda dari jebakan utang tetapi dalam kasus ini geopolitik nya permainan barat;hate
csis_8011;@USER kalau rezim sudah berganti saja pulang. anti islam tidak bisa dipercaya.;hate
csis_13989;gleewoe betul sih cina itu karena dasarnya sudah ada niat maling di ajak kerja sama sama pejabat pribumi yang relegius mau saja yang penting cuan dan dijadikan kambing hitam ya mau saja cina jujur ya jujur banget bangsat ya bangsat banget pribumi lebih ngeri sok alim tetapi bangsat;hate
csis_4995;tidak ada urusannya, monyet. gue broken home tidak begitu begitu amat. malah dipukuli sama teman teman gue yang kayak raya. tidak ada tidak ada. h;hate
csis_26811;pekerja malam ke papua dulu baru bicara malaria;not-hate
csis_6838;@USER samlekom lu tidak tidur? lgi dengarkan lgu abis mandi gua dari acara temen tidur kamu ken ntar sakit wkwkkwkwkwkwkq k;not-hate
csis_1029;@USER bisa tetap melangkah tetapi ke arah yang lain, dimana buta warna tidak menjadi penghambat. jawaban pak si menteri dan pak presiden sudah pas dan bijak.;not-hate
csis_4776;@USER haha junjungan yang kamu puja puja yang punya salah lalu kamu tuding ulah ahokers? kamu yang dungu penuh kebencian tiap manusia itu selalu punya kesalahan namun kamu anggap junjunganmu itu surat pemberitahuan tahunan dewa yang tidak pernah salah nyembah itu;hate
csis_23480;nliev aria kalau sunan gunung jati punya istri orang tionghoa baru iya;not-hate
csis_7874;@USER bapak jangan diam saja kok di menggebuk di dewan perwakilan rakyat;hate
csis_12889;"dinamakan ""seba gede"" karena ada 2.000 org, dan berbeda dengan ""seba leutik"" yang haya dihadiri ratusan org. warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak dilanjutkan kembali bertemu gubernur banten wahidin halim hari ini, sabtu (21/4)";not-hate
csis_25765;kalau di gereja masuk kristen;not-hate
csis_8045;@USER alah paling komplotan banci kamu juga;hate
csis_16913;pastinya bukan islam yang kaffah tetapi mereka islaman kalau tidak syiah ah ya ahmadiyah yang sesat begitu deh;hate
csis_6871;ulama abal abal itu tidak kan pernah puas sebelum misi mereka tercapai untuk lengserkan jokowi & naikan sih wowo.kasus ahok itu cuma perantara doang.;hate
csis_16972;lah sudah jelas ahmadiyah sesat kok;hate
csis_13985;kadrun munafik bilang anti partai komunis indonesia tapi dukung rusia biang partai komunis indonesia sobat cina;hate
csis_11076;@USER semua bukan cuma menteri... anggota dewan perwakilan rakyat yang ingkar saat rapat ...potong tunjangan dan gajinya;not-hate
csis_5217;aku benci betul kalau @USER racun ada tekannnn kaaaaaa? haha fuck yahudi!;hate
csis_18503;perang melawan syiah di yaman adalah jihad;hate
csis_24615;everyoungi ya karena kami semua sama mau suku apa saja mau jawa tionghoa sunda batak papua bugis arab semua pakai bahasa persatuan bangsa yakni bahasa indonesia mungkin dia berpikir negara malaysia tetapi kok tidak pakai bahasa malaysia indonesia ini berpenduduk juta manusia banyak;not-hate
csis_13765;payah banget @USER maju jabar1 pakai partai nasional demokrat pendukung penista agama, kamu lagi butuh uang ya kang? payah loe!!;hate
csis_17946;syiah yang suka menambah dan merusak sunnah wahabi malah mencoba menegakkan tapi difitnah syiah;hate
csis_5153;@USER isu rohingya memang perlu digoreng untuk agar presiden jokowi tampil layaknya seorang pemimpin bangsa besar;hate
csis_21597;akhir ini sering berpikir tahun indonesia dijajah belanda sangat sedikit sekali sisa darah eropa di indonesia secara batavia dari dulu kan ibu kota tapi ya itu kebanyakan orang pribumi atau turunan tionghoa arab dan lain lain;not-hate
csis_17931;kekejaman di palestina atau karena ulah hamas tahu tidak kenapa hamas itu bermusuhan terus sama israel dan asal tahu saja hamas itu bonekanya syiah iran untuk membasmi israel dan lagi lagi hamas merupakan simpatisan ikhwanul muslimin;not-hate
csis_4963;@USER jangan jangan yang kayak begitu bukan pendukung jokowi lo tapi musuh dalam selimutnya jokowi masa pendukung rusak citra yang didukung;hate
csis_12757;@USER goblok main main lah ke mal jangan di kolam terus..lo kata pakan ayam tidak beli bong,itu semua impor dan beli nya pakai kurs dollar..susah kalau mengajak cebong debat soal dollar.;hate
csis_7167;@USER hai jongos penista agama kami muslim sudah bangkit tidak akan dukung jongos ahok;hate
csis_15584;ingat tidak waku cina kena covid pertama kali indonesia be like ah orang kita adalah kuat makan biasa tidak cuci tangan saja gakenapa kenapa dan candaan lainnya lihat itu kasus kita tidak berhenti sampai sekarang malah program kreativitas mahasiswa level lagi;not-hate
csis_12328;peduli rohingya saya melihat rezim @USER seperti tidak peduli akan nasib muslim rohingya dari pertama tidak ada keluar kecaman dari mulutnya;hate
csis_11923;"fiksi itu bersifat imajiner atau naratif ; dalam fiksi/imajinasi tak ada hukumnya wajib percaya, jadi boleh percaya boleh tidak sesuai narasi pemikiran masing masing orang.; ; dalam agama hukumnya wajib percaya pada firman nya dalam kitab suci.; ; jadi yang bilang kitab suci fik";not-hate
csis_13741;@USER iya , trump memang penista agama atau anti islam memang hubungannya dengan anis apa?;hate
csis_14202;kak aku menyarankan mengajar anak les orang cina saja biar kita dituntut keras untuk hasil yang memuaskan anaknya pada ikut dan cepat tangkap soal pelajaran soal bayaran tidak pernah telat pernah lupa bayar orang tuanya meminta maaf terus dilunasin hehe;not-hate
csis_22892;jail kepolisian republik indonesia tionghoa dan arab sudah berabad abad di sini mereka bukan imigran mereka sudah ada sebelum indonesia ada kalau orang arab dan tionghoa dibilang imigran bangsa melayu juga imigran dong kan melayu pendatang juga di nuaantara cuma beda periode kedatangan saja;not-hate
csis_28903;jangan coba ya sama mereka nanti bapaknya direlokasi ke papua;not-hate
csis_19126;itah id mereka gerombolan syiah jika syiah yang di indonesia mereka mendukung jokowi;not-hate
csis_13829;"hookk, masuk gorong"""" saja kamu iklanahokjahat";hate
csis_4127;"belajar memancing... ???; fishing rihlah arisan 2019gantipresiden @ pondok lawu cisarua";hate
csis_9647;@USER fitnah front pembela islam pecah adalah ulah ahoker yang melihat elektabilitas ahok tinggal 10%,mereka kelojotan melihat mui+nu+muhammadi;hate
csis_1506;"@USER saya masih ingat dulu ada kelompok pelangi ; kristen radikal, kaum sekuler dan komunis yang mencibir habibie. jangan2 kelompok pelangi itu yang di kumpulkan oleh siuser.";hate
csis_17821;perang melawan syiah adalah jihad;hate
csis_4782;@USER iblis berpesta dalam amarah di dada manusia..islam mengajarkan berdakwah dengan santun, lemah lembut dan penu;not-hate
csis_855;@USER cermati deh.. dari pedean mules ke toilet.. ke toilet apa kalau tidak eek? tai darimna???;not-hate
csis_25744;akun fath stating orang kristen mau bikin gereja karena tempatnya jauh banget ditanggapi weeaboo haruna chan belum pernah tangani kristenisasi ya ku heran warga negara indonesia kristen butuh fasilitas ibadah karena gereja memang jarang kok ditafsirkan sebagai ancaman kristenisasi;not-hate
csis_26307;negara tetanga itu di bisiki oleh kelompok kristen jadi ustat abdul somat itu di katakan radikal padahal tindakan mereka itulah yang radikal;hate
csis_7157;"ooo diganti lagi libur lebaran; 13 - 21; diubah 11 - 20; sama aja.. pasca lebaran nya dikurangi..; masa hari senin harus balik; tanggal 18 + 2 hari di jalan kalau tidak macet = tanggal 20; sama saja itu bego !! ; h + 2 bakal menumpuk; presiden bego..";hate
csis_18325;biarpun syiah tetap dia habib intinya jangan berpatokan pada habibnya tetapi pada kelakuanya irgnya walaupun dia habib kalau bajingan jangan jadikan panutan masih banyak kok habib yang lurus buat jadi tuntunan;not-hate
csis_12735;ada kemungkinan gaji ke-13 dan 14 pegawai negeri sipil dibayar bulan juni via @USER;not-hate
csis_5279;@USER ada bani tai ngomong.. melantur nih...;hate
csis_20367;lah mengakui kan kalau memang banyak pengikut syiah makan kotoran imam;hate
csis_5839;@USER ada baiknya beliau diminta mundur saja pak @USER jika memang mau berpolitik;hate
csis_25287;aka pain;not-hate
csis_18071;ya alah pak pakai di tanya segala ahmadiyah itu sudah lama di indonesia tetapi pemerintah tidak ada yang berani membubarkannya;not-hate
csis_9685;@USER mampus kamu iya dimarahi sama hyung 13 cuma gue wkwkwkkw;hate
csis_7277;"@USER setiap hari ??!ð?¤¤; ;";not-hate
csis_1702;"@USER sebelumnya pakai casio juga rin, diameternya lebih besar bulat begitu tidak bikin cungkring. tapi lupa serinya karena sudah rusak pun :"")";not-hate
csis_589;ini orang-orang maha benar nan suci maunya apa sih? penghina presiden dilepas karena masih di bawah umur mengeluhnya enggak ditahan karena cina. kalau misal ditahan, mungkin mengeluhnya pemerintah mau balik ke orba. njuk maunya piye, su?;hate
csis_27388;singapura juga pernah menolak pendeta masuk apakah mereka juga merendahkan agama kristen;not-hate
csis_11284;harga minyak dunia wti sudah 71 dan berhenti sudah 81 asumsi pemerintah 48 ... direksi pertamina sudah ganti berkali kali di pemerintahan jokowi ... kasihan perusahaan ini ... buat mainan politikus kacrut ...;hate
csis_9263;wah keren bang ulasanya.. mantap.. lanjutkan perjuanganmu membela rakyat lemah nan kecil.. lengserkan jokowi;hate
csis_3659;"abu janda @USER melaporkan pak @USER ke kepolisian daerah metro jaya. padahal koleganya sih gun @USER lebih dahulu mengatakan ""kitab suci: fiksi yang di yakini"". alamak.. ayo, abu janda laporkan sekalian sih gun ya. ??";hate
csis_24261;kamu facenya ada tionghoa juga kok;not-hate
csis_1894;"presiden filipina arah rahib ditahan; ;";not-hate
csis_26735;baru tau nama lengkap ali kocak juga penganut kristen protestan taat namanya ramses;not-hate
csis_23379;eh tante sering baca koran analisa medan ya biar tau banyak iklan lowongan kerja posisi ini khusus yang bisa bhd hokkien tionghoa sudah prng main ke medan main yang jauh asal mata kamu sipit wlw baru selesai sama kamu jadi duty manajer hotel apa kabar yang smip akpar;hate
csis_28587;wp sama dengan orang yang kaget dengan orang arab tetapi kok kristen;not-hate
csis_28823;kita doakan saja agar program penjabat gubernur papua barat bisa lebih mensejahterakan masyarakat papua barat;not-hate
csis_20244;perang melawan syiah di yaman adalah jihad;not-hate
csis_20206;arrizky saya belum pernah tau sih akh pola syiah bagaimana buzzer model begini menyerang firoq mana saja kecuali satu sih taqiyahnya halus benar wkwk;not-hate
csis_17354;official kok baru mau tabayun kan sudah dari tahun jebot kalau ahmadiyah itu bukan islam;hate
csis_6024;dulu mereka buat salah. sekarang mereka ingin tebus kesalahan. beri lah peluang tuan2. cuma satu saja tuan2, jangan bergantung harap sgt. orang kata jangan taksub, ada juga kata wala' buta. sebab itu perlu ada yang kritik & bangkang. tapi bila kritik;not-hate
csis_9595;": ""jangan menjahati anak orang"" : ""baru juga sekali sudah diginiin. haha"" emang mau berapa kali kamu menjahati anak orang, suparji........ mau sekali seribu kali juga kamu jahat otong...sinting ya?";hate
csis_3114;@USER alah bullshit tai kotok;hate
csis_24047;histori batik encim oriental cina peranakan tionghoa indonesia pesisir pekalongan north coast java batikfabric;not-hate
csis_5709;kasus saracen : pengacara sebut asma dewi relawan anies-sandi;hate
csis_6771;@USER apaan sih bego? namanya juga internet. aduh goblog.;hate
csis_21474;km di yoyakarta ya ada problem lagi yang juga miris curhatan tmnku sendiri tentang aturan keturunan tionghoa yang tidak boleh memiliki properti maupun tanah di wilayah yoyakarta;not-hate
csis_246;@USER pak @USER mahfud md sudah berpaling dari allah subhanahu wa taala pemberang, demi bangsa ajak semua buang islam;hate
csis_23895;mayoritas masih punya nama tionghoa kok kayak aku cuma memang di akta lahirnya hampir semua sudah nama nontionghoa karena kalau tidak ya cari aman saja deh;not-hate
csis_387;kok ingat aku buat banci ke gigih natural killer kira HTTPURL;not-hate
csis_3375;@USER tolol itu banyak yang bela penista agama walau sudah tersangka;hate
csis_5806;@USER cocot lu.;hate
csis_6439;@USER sipit-sipit in saja lah. biar senang hati dedeq;not-hate
csis_5227;@USER apes semua bangsad;hate
csis_4155;kepung istana mari kita lengserkan orang no 1 di ina jokowi sudah buat orang tidak bisa daftar calon pegawai negeri sipil dia enak dulu daftar calon pegawai negeri sipil mudah sekarang tidak dibuka.;hate
csis_28455;ayat alkitab tentang hidup abadi dalam kristen apa kata alkitab mengenai hidup abadi baca dan pahami ayat alkitab tentang hidup abadi dalam ajaran kristen berikut ini;not-hate
csis_4057;presiden akan 'paksakan' penerapan 'online single submission' - antara news jambi;not-hate
csis_8662;gue enek sama elo. semua urusan orang lain kamu mau tau! dasar kepo! cewek alay!;hate
csis_15236;dawg saya duga ukraina hanya dijadikan pion sama us buat ganggu rusia yang makin mesra dengan cina selain itu kalau ukraina maduk nato bakal ada pangkalan militer nato di sana mas putin tidak suka itu;not-hate
csis_2302;"pengantar presiden joko widodo pada rapat terbatas tentang percepatan pelaksanaan berusaha (online single submission/oss), 18 april 2018, di istana kepresidenan bogor, jawa barat;";not-hate
csis_12231;@USER penipu koruptor adalah warisan dari bapaknya;hate
csis_23851;id hatinhati cina cina yang kelakuannya bangsat tionghoa muslim pasti aman;hate
csis_14022;buat naik darah kamu kmk bodoh pey cina;hate
csis_2049;kerja sama sisternet-kemendes pembangunan daerah tertinggal dan transmigrasi dorong internet dan media sosial untuk tingkatkan ekonomiâ?;not-hate
csis_25160;jiang chao menyambut kelahiran anak keduanya yang lahir sama dengan ulang tahun sang istri madina memet tionghoa aktor jiang chao dan istrinya madina memet kemarin memiliki waktu yang sangat berbahagia anak kedua mereka yang sudah ditunggu tunggu lah;not-hate
csis_3460;"@USER jadi anda masih sama. gagal paham mengenai kegagalan merangkul.; saya dari tadi cuap cuap percuma. anda gagal paham.; contoh kelompok yang mana? 212 kemarin presiden aman aman saja tidak di saat";not-hate
csis_21055;memangnya ahmadiyah di akui sebagai agama oleh pemerintah ya;not-hate
csis_19232;t aina sridiana va sepertinya dia pemahaman agamanya kurang mana ada islam moderat dan syiah di kasih hati kelakuan syiah membenci nabi;hate
csis_29072;lagian memang kenapa sih kalau pindah ke papua kayak semacam buangan saja mang berengsek saja itu orang;not-hate
csis_3405;"yeeee...; indonesia hebat.; indonesia dibanjiri tenaga kerja asing.; ; pak jokowi keren deh. top banget. kalau bisa presiden seumur hidup.???; ayo dukung jokowi balik ke solo; 2019gantipresiden";hate
csis_6894;@USER mereka sudah kalahkan penguasa, media, cukong dan sembako di pilihan kepala daerah jakarta. mereka bersiap menang di daerah lain. tinggalkan sih raja hutang, partai politik terkorup di kpk, cukong koruptor bantuan likuiditas bank indonesia rp. 600 triliun, bandar narkoba, tenaga kerja asing, pencabut subsidi rakyat, banc;hate
csis_26125;dengan adanya pemekaran akan mempercepat pembangunan di tanah papua;not-hate
csis_12029;menteri agama jangan hanya omdo, harus mengumumkan ayat rampasan halal & allah subhanahu wa taala janjikan rampasan, salah & harus dibuang;hate
csis_15686;gue cocoknya yang obat cina kayak serbuk begitu mereknya hau fung san kalau tidak salah di k harganya ribu an;not-hate
csis_13866;ahok pemecah belah ummat, ajaran kristen konyol, demi meraup suara muslim, jelas ahok ini rasis, partai komunis indonesia tulen;hate
csis_13951;penting watak komunis alias boneka kacung cukong cina komunis;hate
csis_442;@USER tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!;hate
csis_6625;@USER enggak usah diingatkan dong kampret kamu :(((;not-hate
csis_5580;@USER yes, nilai essay kamu 100â?? kamu terpilih jadi gubernur dekai, bereskan semuanya dengan kata2, kata2, dan kata2.;not-hate
csis_7733;"@USER ngoahahaha, kelihatan kalau belum lair; ; keahlian cebong hanya 1, tukang tipu !!!; cebong adalah gitu, goblok enggak ketulungan. plonga plongo mengakibatkan optimisme berlebihan; ; 2019gantipresiden plongaplongo dunning";hate
csis_4955;banyak memusuhi tanda jiwa yang sakit > betul pak lukman, suku sendiri dimusuhi muhammad gila;hate
csis_19843;ekokuntadhi kalau syiah kayak kamu adalah man sampai otak kamu itu juga kalau kamu punya otak hidup dari buat narasi adu domba setiap hari semoga kamu segera ketemu mbah kamu di kuburan ya;hate
csis_3597;jadi orang minang tidak salah pilih, walaupun kalah tapi tidak ikut memenangkan rezim penyengsara rakyat dan berpihak pada komunis.;hate
csis_346;@USER agama katolik tidak ada yang menyebut katolik nusantara, agama kristen protestan tidak ada yang menyebut kristen protestan nusantara, agama hindu tidak ada yang menyebut hindu nusantara, agama buddha tidak ada yang menyebut buddha nusantara, ...lha kok ini;not-hate
csis_19362;pi wkwk ngapian kamu lari ke pembkrn masjid ahamdiyah lagi goblok nih orang sudah mulai linglung yang memaki ahmadiyah it terlarng kan dari pemerinthn kalian monyet yang bakr juga dari orang kalian dasar monyet;not-hate
csis_2072;"@USER cebong takut anies akan menyapu habis got"" seluruh indonesia.....hingga cebong tidak bisa hidup lagi.";hate
csis_20497;pembunuhan dimaklumi asal agamis sudah kejadian dari dulu bang mulai dari orang yang dituduh kuminis demonstran sampai jemaah ahmadiyah dibunuh beritanya ada di televisi dan sampai sekarang tidak ada yang dihukum;not-hate
csis_8161;@USER keluarga halilintar hem masa km gatau. udik;hate
